GeneSym	EnsembleID	Tissue/Cell Type
PHF6	ENSP00000329097	animal
SQSTM1	ENSP00000374455	animal
EGLN1	ENSP00000355601	animal
HMGN3	ENSP00000341267	animal
ADRA1A	ENSP00000369960	animal
CBFA2T2	ENSP00000262653	animal
SKIV2L2	ENSP00000230640	animal
CCNO	ENSP00000282572	animal
RNPS1	ENSP00000315859	animal
PKN1	ENSP00000343325	animal
RRN3	ENSP00000198767	animal
COX4I1	ENSP00000253452	animal
LDLR	ENSP00000252444	animal
KIAA0368	ENSP00000259335	animal
TPRG1L	ENSP00000367595	animal
RPF1	ENSP00000359688	animal
SEC23A	ENSP00000306881	animal
SKAP2	ENSP00000005587	animal
PPP1R18	ENSP00000274853+ENSP00000412456	animal
CD99L2	ENSP00000359403	animal
CLNS1A	ENSP00000263309	animal
CTNNA1	ENSP00000304669	animal
AAK1	ENSP00000386456	animal
ABL1	ENSP00000361423	animal
BRPF1	ENSP00000373340	animal
CHD1	ENSP00000284049	animal
MUS81	ENSP00000307853	animal
PRKCQ	ENSP00000263125	animal
RAP1GAP2	ENSP00000254695	animal
TOM1	ENSP00000413697	animal
PSRC1	ENSP00000358925	animal
DDX46	ENSP00000346236	animal
OCIAD1	ENSP00000264312	animal
NCOA3	ENSP00000361066	animal
TXNL4A	ENSP00000269601	animal
ZNF593	ENSP00000363384	animal
DYNC1LI1	ENSP00000273130	animal
ADAMTS18	ENSP00000282849	animal
CLN3	ENSP00000353073	animal
RSBN1L	ENSP00000334040	animal
SSBP3	ENSP00000360371	animal
SYNJ1	ENSP00000322234	animal
MED13L	ENSP00000281928	animal
HIST1H4A	ENSP00000352980	animal
HIST1H4B	ENSP00000366581	animal
HIST1H4J	ENSP00000347168	animal
HIST1H4L	ENSP00000348258	animal
HIST2H4A	ENSP00000358162	animal
HIST4H4	ENSP00000350767	animal
HIST1H4H	ENSP00000289352	animal
HIST2H4B	ENSP00000358153	animal
HIST1H4K	ENSP00000350159	animal
HIST1H4I	ENSP00000346316	animal
HIST1H4E	ENSP00000353624	animal
HIST1H4D	ENSP00000343282	animal
HIST1H4C	ENSP00000367034	animal
HIST1H4F	ENSP00000366974	animal
ANKS6	ENSP00000297837	animal
PHF3	ENSP00000262043	animal
TP53BP1	ENSP00000371475	animal
SSBP2	ENSP00000322977	animal
RPS7	ENSP00000339095	animal
SCD	ENSP00000359380	animal
SNRNP200	ENSP00000317123	animal
ABCC1	ENSP00000382342	animal
ARID1B	ENSP00000275248	animal
BRPF3	ENSP00000350267	animal
YTHDC2	ENSP00000161863	animal
ZDHHC5	ENSP00000287169	animal
CIC	ENSP00000160740	animal
ULK1	ENSP00000324560	animal
TMF1	ENSP00000381567	animal
TMEM57	ENSP00000363463	animal
TCF20	ENSP00000352463	animal
TBC1D12	ENSP00000225235	animal
SUPT7L	ENSP00000336750	animal
STX10	ENSP00000242770	animal
SPAST	ENSP00000320885	animal
SLX4	ENSP00000294008	animal
SIPA1L3	ENSP00000222345	animal
SIPA1L1	ENSP00000351352	animal
SF3B1	ENSP00000335321	animal
SETD1B	ENSP00000267197	animal
SETBP1	ENSP00000282030	animal
RRP8	ENSP00000254605	animal
RPS6KB2	ENSP00000308413	animal
ROCK2	ENSP00000317985	animal
RNF169	ENSP00000299563	animal
RERE	ENSP00000338629	animal
RBM27	ENSP00000265271	animal
RAVER1	ENSP00000293677	animal
RAP1GAP	ENSP00000363897	animal
RAB3IP	ENSP00000368086	animal
PRMT3	ENSP00000331879	animal
PPIP5K2	ENSP00000313070	animal
PIKFYVE	ENSP00000264380	animal
PI4KB	ENSP00000271657	animal
CIT	ENSP00000261833	animal
PFAS	ENSP00000313490	animal
PCYT1A	ENSP00000292823	animal
NCOR1	ENSP00000268712	animal
N4BP1	ENSP00000262384	animal
MTMR3	ENSP00000384651	animal
DNAJC9	ENSP00000362041	animal
MRE11A	ENSP00000325863	animal
MED13	ENSP00000380888	animal
MCM3AP	ENSP00000291688	animal
MAST3	ENSP00000262811	animal
MACF1	ENSP00000289893	animal
BCCIP	ENSP00000357748	animal
LMTK2	ENSP00000297293	animal
LIMD1	ENSP00000273317	animal
KIF21B	ENSP00000328494	animal
IRF2BPL	ENSP00000238647	animal
DMXL2	ENSP00000251076	animal
ARFGEF2	ENSP00000360985	animal
HDAC4	ENSP00000264606	animal
GTPBP1	ENSP00000216044	animal
GRAMD1A	ENSP00000322883	animal
CDT1	ENSP00000301019	animal
FUNDC1	ENSP00000367284	animal
PHRF1	ENSP00000410626	animal
WDTC1	ENSP00000355317	animal
TAB1	ENSP00000216160	animal
TRIP11	ENSP00000267622	animal
TPPP	ENSP00000353785	animal
MAPT	ENSP00000340820	animal
ARHGEF11	ENSP00000357177	animal
CDC16	ENSP00000348554	animal
YLPM1	ENSP00000324463	animal
ZNF609	ENSP00000316527	animal
TAF7	ENSP00000312709	animal
SLAIN2	ENSP00000264313	animal
PPFIBP1	ENSP00000228425	animal
MYO5A	ENSP00000382177	animal
DNAJC21	ENSP00000371451	animal
UFD1L	ENSP00000263202	animal
ELMSAN1	ENSP00000286523	animal
MBD3	ENSP00000156825	animal
PHKA1	ENSP00000362643	animal
PPFIA3	ENSP00000335614	animal
PWP2	ENSP00000291576	animal
RPL18A	ENSP00000222247	animal
RYBP	ENSP00000419494	animal
SAC3D1	ENSP00000381824	animal
STX6	ENSP00000258301	animal
AKIRIN2	ENSP00000257787	animal
RIOK1	ENSP00000369162	animal
ANKRD13D	ENSP00000310874	animal
DDX59	ENSP00000330460	animal
SSH2	ENSP00000269033	animal
UBL4A	ENSP00000358674	animal
PRPF4B	ENSP00000337194	animal
MMACHC	ENSP00000361154	animal
MAF1	ENSP00000318604	animal
GPKOW	ENSP00000156109	animal
GATAD2B	ENSP00000357644	animal
ZC3H7B	ENSP00000345793	animal
MCM7	ENSP00000307288	animal
ARHGAP39	ENSP00000366522	animal
DCTN1	ENSP00000354791	animal
PCNT	ENSP00000352572	animal
CCNT2	ENSP00000264157	animal
PFKFB2	ENSP00000356047	animal
FNIP2	ENSP00000264433	animal
TMEM26	ENSP00000382237	animal
TOB2	ENSP00000331305	animal
DYRK1A	ENSP00000381932	animal
DOT1L	ENSP00000381657	animal
IRAK4	ENSP00000349096	animal
CKAP5	ENSP00000346566	animal
EAPP	ENSP00000250454	animal
MED12	ENSP00000363193	animal
DENND4A	ENSP00000310831	animal
ETV3	ENSP00000357175	animal
GAB2	ENSP00000302452	animal
ARL6IP4	ENSP00000313422	animal
NT5C	ENSP00000245552	animal
CAMSAP2	ENSP00000351684	animal
MZT2B	ENSP00000281871	animal
HIRA	ENSP00000263208	animal
KDM3B	ENSP00000326563	animal
USP11	ENSP00000218348	animal
EPS15L1	ENSP00000248070	animal
RRP12	ENSP00000360031	animal
ZEB1	ENSP00000319248	animal
JAM3	ENSP00000299106	animal
FAM134C	ENSP00000309432	animal
KIAA0922	ENSP00000386787	animal
YY1	ENSP00000262238	animal
ZFYVE16	ENSP00000337159	animal
ATF1	ENSP00000262053	animal
SGTA	ENSP00000221566	animal
ABL2	ENSP00000356595	animal
TCF12	ENSP00000331057	animal
ADNP	ENSP00000342905	animal
SPICE1	ENSP00000295872	animal
ATRX	ENSP00000362441	animal
BCL9	ENSP00000234739	animal
GTF3C1	ENSP00000348510	animal
MCM6	ENSP00000264156	animal
NCBP2	ENSP00000326806	animal
NCOA5	ENSP00000290231	animal
NUFIP2	ENSP00000225388	animal
PPFIA1	ENSP00000253925	animal
SMG1	ENSP00000402515	animal
ZC3H4	ENSP00000253048	animal
CREBBP	ENSP00000262367	animal
TANC2	ENSP00000387593	animal
LRFN1	ENSP00000248668	animal
TENM4	ENSP00000278550	animal
PRPSAP2	ENSP00000268835	animal
MARCKSL1	ENSP00000362638	animal
ANKHD1	ENSP00000297183	animal
CENPT	ENSP00000219172	animal
RBM6	ENSP00000266022	animal
SMARCA4	ENSP00000350720	animal
ZCRB1	ENSP00000266529	animal
PRKDC	ENSP00000313420	animal
POP1	ENSP00000339529	animal
SMC1A	ENSP00000323421	animal
TBCB	ENSP00000221855	animal
ZFC3H1	ENSP00000368017	animal
RSF1	ENSP00000311513	animal
AKAP11	ENSP00000025301	animal
IQSEC1	ENSP00000273221	animal
L3MBTL3	ENSP00000354526	animal
LNPEP	ENSP00000231368	animal
NOC2L	ENSP00000317992	animal
PAK1	ENSP00000278568	animal
PIK3R2	ENSP00000222254	animal
POLM	ENSP00000242248	animal
PRPF38A	ENSP00000257181	animal
RNF214	ENSP00000300650	animal
SCAMP3	ENSP00000307275	animal
TTC14	ENSP00000296015	animal
TXLNG	ENSP00000369465	animal
YEATS2	ENSP00000306983	animal
EIF3G	ENSP00000253108	animal
DYNC1H1	ENSP00000348965	animal
CTCF	ENSP00000264010	animal
WDR70	ENSP00000265107	animal
HNRNPM	ENSP00000325376	animal
SALL2	ENSP00000333537	animal
UBR5	ENSP00000220959	animal
RAD54L2	ENSP00000386520	animal
LUC7L3	ENSP00000240304	animal
SENP7	ENSP00000377655	animal
CIRBP	ENSP00000322887	animal
PUM2	ENSP00000338173	animal
FAM120A	ENSP00000277165	animal
NCAPD3	ENSP00000281189	animal
DDB2	ENSP00000256996	animal
PPAN	ENSP00000253107	animal
SFSWAP	ENSP00000261674	animal
CSRP1	ENSP00000345079	animal
SLC25A46	ENSP00000348211	animal
HNRNPUL1	ENSP00000375863	animal
HPS5	ENSP00000312758	animal
UBR1	ENSP00000290650	animal
CHTF18	ENSP00000262315	animal
CSNK1D	ENSP00000324464	animal
FAM73B	ENSP00000351138	animal
NBEAL2	ENSP00000415034	animal
P2RY11	ENSP00000323872	animal
PPAN-P2RY11	ENSP00000377385	animal
TET2	ENSP00000369351	animal
PER1	ENSP00000314420	animal
PPP4R2	ENSP00000349124	animal
DTNBP1	ENSP00000341680	animal
NCAPH2	ENSP00000410088	animal
RBM23	ENSP00000352956	animal
APC	ENSP00000257430	animal
C10ORF54	ENSP00000378409	animal
DNAJC17	ENSP00000220496	animal
FMNL1	ENSP00000329219	animal
LMNB2	ENSP00000327054	animal
CD83	ENSP00000368450	animal
SEC24B	ENSP00000265175	animal
IBTK	ENSP00000305721	animal
WIZ	ENSP00000263381	animal
CEP131	ENSP00000393583	animal
SUV39H1	ENSP00000365877	animal
SCRIB	ENSP00000349486	animal
TBC1D22B	ENSP00000362590	animal
MGEA5	ENSP00000354850	animal
ALS2	ENSP00000264276	animal
ARID4A	ENSP00000347602	animal
ARVCF	ENSP00000263207	animal
BRD1	ENSP00000216267	animal
WNK2	ENSP00000297954	animal
WRNIP1	ENSP00000370150	animal
BRIP1	ENSP00000259008	animal
CBL	ENSP00000264033	animal
WDR3	ENSP00000308179	animal
CDC27	ENSP00000399255	animal
CHERP	ENSP00000198939	animal
UTRN	ENSP00000356515	animal
UTP20	ENSP00000261637	animal
UPF3B	ENSP00000276201	animal
UHRF1BP1	ENSP00000192788	animal
UBA5	ENSP00000348565	animal
TIMELESS	ENSP00000229201	animal
TAF9B	ENSP00000339917	animal
SUV420H2	ENSP00000255613	animal
STRN	ENSP00000263918	animal
SRPK2	ENSP00000377262	animal
SRPK1	ENSP00000391069	animal
SRFBP1	ENSP00000341324	animal
SNORA25	ENSP00000314971	animal
SNAPC4	ENSP00000298532	animal
SIK2	ENSP00000305976	animal
SETMAR	ENSP00000373354	animal
SETD1A	ENSP00000262519	animal
SAP30	ENSP00000296504	animal
RPS6KA5	ENSP00000261991	animal
RNF139	ENSP00000304051	animal
GRK6	ENSP00000377204	animal
PSMF1	ENSP00000327704	animal
EP300	ENSP00000263253	animal
ELF4	ENSP00000311280	animal
POLA1	ENSP00000368349	animal
PI4KA	ENSP00000255882	animal
CENPV	ENSP00000299736	animal
PHF12	ENSP00000329933	animal
OIP5	ENSP00000220514	animal
NKTR	ENSP00000232978	animal
NOL8	ENSP00000401177	animal
NUCB2	ENSP00000320168	animal
MLKL	ENSP00000308351	animal
MYCBP2	ENSP00000349892	animal
NFATC2	ENSP00000379330	animal
CCDC61	ENSP00000263284	animal
MAML1	ENSP00000292599	animal
MKI67	ENSP00000357643	animal
BET1L	ENSP00000372210	animal
ITPR3	ENSP00000363435	animal
HMGXB4	ENSP00000216106	animal
HMG20A	ENSP00000336856	animal
CDV3	ENSP00000264993	animal
TROAP	ENSP00000257909	animal
STAT5B	ENSP00000293328	animal
FBXW9	ENSP00000376945	animal
KIF23	ENSP00000260363	animal
MAP4K2	ENSP00000294066	animal
TCF3	ENSP00000262965	animal
ZAK	ENSP00000364361	animal
ELF2	ENSP00000265495	animal
ARHGEF16	ENSP00000367629	animal
DENR	ENSP00000280557	animal
DPF2	ENSP00000252268	animal
ATXN2	ENSP00000366843	animal
UBXN2B	ENSP00000382507	animal
PIK3C2A	ENSP00000265970	animal
FEN1	ENSP00000305480	animal
H1FX	ENSP00000329662	animal
SURF2	ENSP00000361032	animal
FOXK1	ENSP00000328720	animal
IRF2BP2	ENSP00000355568	animal
AP2A1	ENSP00000351926	animal
HSF1	ENSP00000332698	animal
TFDP1	ENSP00000364519	animal
CCDC137	ENSP00000329360	animal
TRAPPC12	ENSP00000324318	animal
DHX34	ENSP00000331907	animal
MORC3	ENSP00000383333	animal
ESPL1	ENSP00000257934	animal
STIL	ENSP00000360944	animal
SUZ12	ENSP00000316578	animal
TRIP12	ENSP00000283943	animal
WAPAL	ENSP00000298767	animal
XRCC4	ENSP00000342011	animal
PIEZO1	ENSP00000301015	animal
JADE3	ENSP00000218343	animal
HELZ	ENSP00000351524	animal
RCOR1	ENSP00000262241	animal
CCDC9	ENSP00000221922	animal
TACC3	ENSP00000326550	animal
ZBTB3	ENSP00000378286	animal
PPP1R14B	ENSP00000310117	animal
MTSS1L	ENSP00000341171	animal
KTI12	ENSP00000360676	animal
HRNR	ENSP00000357791	animal
GCFC2	ENSP00000318690	animal
CLASRP	ENSP00000221455	animal
CHCHD3	ENSP00000262570	animal
RBMS2	ENSP00000262031	animal
NUP205	ENSP00000285968	animal
LRCH4	ENSP00000309689	animal
TAF3	ENSP00000340271	animal
CABLES2	ENSP00000279101	animal
GNL3	ENSP00000395772	animal
SMCR8	ENSP00000385025	animal
SSBP4	ENSP00000270061	animal
XRCC1	ENSP00000262887	animal
KDM5C	ENSP00000364550	animal
CPSF4	ENSP00000292476	animal
RING1	ENSP00000396439	animal
ZFAND5	ENSP00000237937	animal
GOLGB1	ENSP00000341848	animal
SCAF1	ENSP00000353769	animal
CRIP2	ENSP00000328521	animal
POLA2	ENSP00000265465	animal
PRIMPOL	ENSP00000313816	animal
CEP55	ENSP00000360540	animal
SRP72	ENSP00000342181	animal
CRKL	ENSP00000346300	animal
JUND	ENSP00000252818	animal
SNAPC5	ENSP00000319597	animal
DSP	ENSP00000369129	animal
E4F1	ENSP00000301727	animal
UVRAG	ENSP00000348455	animal
MPHOSPH9	ENSP00000304096	animal
LAMTOR1	ENSP00000278671	animal
PABPN1	ENSP00000216727	animal
BLM	ENSP00000347232	animal
EAF2	ENSP00000273668	animal
GIT2	ENSP00000347464	animal
CHAF1B	ENSP00000315700	animal
CTR9	ENSP00000355013	animal
RELB	ENSP00000221452	animal
SP3	ENSP00000310301	animal
HDAC3	ENSP00000302967	animal
HIRIP3	ENSP00000279392	animal
WIPF1	ENSP00000352802	animal
DCP2	ENSP00000373715	animal
FOXC1	ENSP00000370256	animal
EXOSC9	ENSP00000368984	animal
SYDE2	ENSP00000340594	animal
OXR1	ENSP00000402918	animal
ACAP2	ENSP00000324287	animal
PALLD	ENSP00000261509	animal
GORASP1	ENSP00000313869	animal
FAM175B	ENSP00000298492	animal
UNG	ENSP00000242576	animal
AFF1	ENSP00000305689	animal
UBN1	ENSP00000262376	animal
USP42	ENSP00000301962	animal
STK38	ENSP00000229812	animal
SAP30BP	ENSP00000347592	animal
RAD18	ENSP00000264926	animal
RACGAP1	ENSP00000309871	animal
ARID3A	ENSP00000263620	animal
MED14	ENSP00000323720	animal
MAFK	ENSP00000344903	animal
HECA	ENSP00000356630	animal
GIGYF1	ENSP00000275732	animal
EME1	ENSP00000339897	animal
EIF4EBP2	ENSP00000362314	animal
CLK3	ENSP00000391518	animal
CEP250	ENSP00000348401	animal
CENPC	ENSP00000273853	animal
CDK2	ENSP00000266970	animal
TTLL12	ENSP00000216129	animal
SORBS3	ENSP00000240123	animal
LTV1	ENSP00000356548	animal
NAB2	ENSP00000300131	animal
NUP133	ENSP00000261396	animal
QRICH1	ENSP00000350094	animal
MEN1	ENSP00000337088	animal
ATF4	ENSP00000336790	animal
EIF2S2	ENSP00000364119	animal
NSUN2	ENSP00000264670	animal
NUP88	ENSP00000225696	animal
TOPORS	ENSP00000353735	animal
C2ORF49	ENSP00000258457	animal
AKT2	ENSP00000375892	animal
EIF2S1	ENSP00000256383	animal
GBP1	ENSP00000359504	animal
NOA1	ENSP00000264230	animal
TMIGD2	ENSP00000301272	animal
UBASH3A	ENSP00000317327	animal
UXS1	ENSP00000387019	animal
KISS1	ENSP00000356162	animal
CSNK1E	ENSP00000352929	animal
ATP13A3	ENSP00000256031	animal
ARMC1	ENSP00000276569	animal
PDE12	ENSP00000309142	animal
GAK	ENSP00000314499	animal
RBM3	ENSP00000365946	animal
HMGCS1	ENSP00000322706	animal
TRERF1	ENSP00000362013	animal
EDC3	ENSP00000320503	animal
PRR11	ENSP00000262293	animal
WBP11	ENSP00000261167	animal
RPS6KB1	ENSP00000225577	animal
VPS26B	ENSP00000281187	animal
ISL2	ENSP00000290759	animal
PAGR1	ENSP00000326519	animal
UTP14A	ENSP00000377944	animal
PAICS	ENSP00000382595	animal
ARHGEF1	ENSP00000337261	animal
PKN2	ENSP00000359552	animal
DAXX	ENSP00000266000+ENSP00000404623	animal
GATA3	ENSP00000368632	animal
USP14	ENSP00000261601	animal
SESN1	ENSP00000306734	animal
ATAD5	ENSP00000313171	animal
KAT6A	ENSP00000265713	animal
UPF1	ENSP00000262803	animal
CHD4	ENSP00000349508	animal
CLSPN	ENSP00000312995	animal
ZC3H8	ENSP00000386488	animal
FOXK2	ENSP00000335677	animal
LATS1	ENSP00000253339	animal
LRBA	ENSP00000349629	animal
SLC4A1AP	ENSP00000323837	animal
TTF1	ENSP00000333920	animal
UTP3	ENSP00000254803	animal
VPS13D	ENSP00000350854	animal
WRN	ENSP00000298139	animal
SSBP1	ENSP00000265304	animal
ELF1	ENSP00000239882	animal
GPATCH2	ENSP00000355902	animal
LUC7L	ENSP00000293872	animal
IK	ENSP00000396301	animal
GNL1	ENSP00000365806+ENSP00000403576	animal
NUMA1	ENSP00000352675	animal
PDS5B	ENSP00000313851	animal
PPIG	ENSP00000260970	animal
LARP4B	ENSP00000326128	animal
DENND4C	ENSP00000369802	animal
RALGAPA1	ENSP00000302647	animal
C1QBP	ENSP00000225698	animal
DCLRE1C	ENSP00000367527	animal
PPM1G	ENSP00000264714	animal
BAD	ENSP00000309103	animal
NMD3	ENSP00000307525	animal
NSMCE2	ENSP00000287437	animal
IRS1	ENSP00000304895	animal
BCL7C	ENSP00000215115	animal
FNIP1	ENSP00000310453	animal
NFIA	ENSP00000384523	animal
XPO4	ENSP00000255305	animal
DCAF5	ENSP00000341351	animal
CLPP	ENSP00000245816	animal
EIF3B	ENSP00000354125	animal
NIFK	ENSP00000285814	animal
PIK3R1	ENSP00000274335	animal
RPS6KA3	ENSP00000368884	animal
TXLNA	ENSP00000362711	animal
BIN1	ENSP00000316779	animal
RPL4	ENSP00000311430	animal
MPHOSPH6	ENSP00000258169	animal
LIN37	ENSP00000301159	animal
ACAA1	ENSP00000333664	animal
KIRREL	ENSP00000352138	animal
ALYREF	ENSP00000331817	animal
CDCA5	ENSP00000275517	animal
TSR3	ENSP00000007390	animal
KHDRBS1	ENSP00000313829	animal
TOP2A	ENSP00000411532	animal
PNKP	ENSP00000323511	animal
ZNRF2	ENSP00000323879	animal
SAMD4B	ENSP00000317224	animal
MRGBP	ENSP00000359518	animal
SLC7A6OS	ENSP00000263997	animal
NUP188	ENSP00000361658	animal
GRASP	ENSP00000293662	animal
TMEM179B	ENSP00000333697	animal
SBF1	ENSP00000375097	animal
SAMD1	ENSP00000269724	animal
MRPL4	ENSP00000253099	animal
AHNAK	ENSP00000367263	animal
NFIL3	ENSP00000297689	animal
FNBP1	ENSP00000413625	animal
MPHOSPH8	ENSP00000355388	animal
STK17B	ENSP00000263955	animal
AIM1	ENSP00000358062	animal
STT3B	ENSP00000295770	animal
SUDS3	ENSP00000380695	animal
CDK11A	ENSP00000384442	animal
GSK3B	ENSP00000324806	animal
ITGA5	ENSP00000293379	animal
NT5E	ENSP00000257770	animal
SSB	ENSP00000260956	animal
MFF	ENSP00000302037	animal
BRWD1	ENSP00000330753	animal
DCP1A	ENSP00000294241	animal
JUNB	ENSP00000303315	animal
TDP1	ENSP00000337353	animal
METTL3	ENSP00000298717	animal
RAF1	ENSP00000251849	animal
DUS3L	ENSP00000311977	animal
OGFR	ENSP00000290291	animal
ARHGAP4	ENSP00000203786	animal
HERC1	ENSP00000390158	animal
OXSR1	ENSP00000311713	animal
TOR1AIP1	ENSP00000271583	animal
COL6A2	ENSP00000300527	animal
ENPP1	ENSP00000354238	animal
ANKRD11	ENSP00000301030	animal
CPSF1	ENSP00000339353	animal
KLF16	ENSP00000250916	animal
MVB12A	ENSP00000324810	animal
E2F1	ENSP00000345571	animal
APEH	ENSP00000296456	animal
BST2	ENSP00000252593	animal
GFPT1	ENSP00000354347	animal
HIVEP1	ENSP00000368698	animal
FAM114A2	ENSP00000341597	animal
PAPD4	ENSP00000296783	animal
NOLC1	ENSP00000359024	animal
PURB	ENSP00000379051	animal
SNX16	ENSP00000322652	animal
HIST1H1B	ENSP00000330074	animal
DDX42	ENSP00000352308	animal
FAT1	ENSP00000406229	animal
SF3A1	ENSP00000215793	animal
UTP18	ENSP00000225298	animal
THUMPD1	ENSP00000370741	animal
SH3KBP1	ENSP00000380921	animal
SSRP1	ENSP00000278412	animal
ANAPC2	ENSP00000314004	animal
SHKBP1	ENSP00000291842	animal
NELFB	ENSP00000339495	animal
TRPT1	ENSP00000314073	animal
HNRNPH2	ENSP00000361927	animal
SFPQ	ENSP00000349748	animal
PLXNB2	ENSP00000352288	animal
ZFAND2B	ENSP00000289528	animal
SNX5	ENSP00000366988	animal
FUBP3	ENSP00000318177	animal
MAP1A	ENSP00000300231	animal
POLDIP3	ENSP00000252115	animal
ERF	ENSP00000222329	animal
TNRC6A	ENSP00000379144	animal
APOPT1	ENSP00000414982	animal
GSK3A	ENSP00000222330	animal
PTPRK	ENSP00000357209	animal
ARAP1	ENSP00000377233	animal
TBC1D25	ENSP00000365962	animal
C2CD2L	ENSP00000338885	animal
PRR12	ENSP00000394510	animal
LMO7	ENSP00000342112	animal
BICD2	ENSP00000349351	animal
ARFIP1	ENSP00000296557	animal
RBM39	ENSP00000253363	animal
WDR7	ENSP00000254442	animal
DHX16	ENSP00000390938+ENSP00000408956	animal
DLG1	ENSP00000345731	animal
NFATC2IP	ENSP00000324792	animal
NAP1L4	ENSP00000369915	animal
PRKAB2	ENSP00000254101	animal
STRN3	ENSP00000350071	animal
COIL	ENSP00000240316	animal
KIAA0907	ENSP00000357304	animal
MKNK2	ENSP00000250896	animal
KIAA1715	ENSP00000272748	animal
CAAP1	ENSP00000369431	animal
MYH10	ENSP00000269243	animal
DNAJC1	ENSP00000366179	animal
SMARCA2	ENSP00000265773	animal
PJA2	ENSP00000354775	animal
MYSM1	ENSP00000418734	animal
WDHD1	ENSP00000353793	animal
ZRANB2	ENSP00000359958	animal
GTSE1	ENSP00000160874	animal
IL1RAP	ENSP00000072516	animal
LAMA5	ENSP00000252999	animal
ZNF462	ENSP00000277225	animal
MAPKAPK5	ENSP00000202788	animal
TAF6	ENSP00000344537	animal
SUN2	ENSP00000216064	animal
NBAS	ENSP00000281513	animal
EVL	ENSP00000376652	animal
HMGN1	ENSP00000370125	animal
SAFB2	ENSP00000252542	animal
TSFM	ENSP00000388330	animal
BZW1	ENSP00000394316	animal
TOMM20	ENSP00000355566	animal
MIA3	ENSP00000340900	animal
AP1AR	ENSP00000274000	animal
INSR	ENSP00000303830	animal
MPZL1	ENSP00000352513	animal
NUP50	ENSP00000345895	animal
SMARCD2	ENSP00000392617	animal
NUSAP1	ENSP00000260359	animal
EIF3J	ENSP00000261868	animal
SPTAN1	ENSP00000361824	animal
CCNH	ENSP00000256897	animal
ITSN1	ENSP00000370719	animal
ITSN2	ENSP00000347244	animal
CACNA2D2	ENSP00000390329	animal
FZR1	ENSP00000378529	animal
SNX15	ENSP00000301886	animal
ZCCHC24	ENSP00000361411	animal
RREB1	ENSP00000369270	animal
TAF1	ENSP00000276072	animal
NADK	ENSP00000341679	animal
ABCC4	ENSP00000366084	animal
PANK4	ENSP00000367727	animal
RABL6	ENSP00000311134	animal
RANGAP1	ENSP00000348577	animal
ZNF639	ENSP00000325634	animal
DOCK4	ENSP00000404179	animal
RNF34	ENSP00000346850	animal
PML	ENSP00000268058	animal
TRIO	ENSP00000339299	animal
FXR2	ENSP00000250113	animal
BPTF	ENSP00000307208	animal
PACS1	ENSP00000316454	animal
