Code	Name	UniProt_ID	Ensembl_gene_ID	Ensembl_transcript_ID	Ensembl_protein_ID
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000530296	ENSP00000435074
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000527243	ENSP00000434725
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000676952	ENSP00000503909
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000676825	ENSP00000503006
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000526481	ENSP00000473301
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000353047	ENSP00000345672
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677650	ENSP00000504797
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000676691	ENSP00000503608
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677873	ENSP00000503052
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000679128	ENSP00000504480
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678092	ENSP00000504638
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677671	ENSP00000503578
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678242	ENSP00000503280
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677366	ENSP00000504161
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677544	ENSP00000503078
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000530640	ENSP00000435105
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677418	ENSP00000503174
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000531089	ENSP00000433215
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678145	ENSP00000503674
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678929	ENSP00000503487
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677819	ENSP00000503435
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677415	ENSP00000502963
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678357	ENSP00000503513
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000676755	ENSP00000504226
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000679051	ENSP00000503858
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000679140	ENSP00000503300
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000524654	ENSP00000432077
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000533455	ENSP00000432244
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000677082	ENSP00000503652
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000534382	ENSP00000435260
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000534510	ENSP00000434217
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000531502	ENSP00000435886
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000345125	ENSP00000342070
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000526645	ENSP00000431518
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000532392	ENSP00000432408
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000676843	ENSP00000504659
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000528965	ENSP00000433929
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000527215	ENSP00000433379
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000532656	ENSP00000431143
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000678615	ENSP00000504336
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000530296	ENSP00000435074
C01.060	cathepsin B	A0A024R374	ENSG00000164733	ENST00000527243	ENSP00000434725
C01.060	cathepsin B	A0A024R374	ENSG00000285132	ENST00000646105	ENSP00000493857
C01.060	cathepsin B	A0A024R374	ENSG00000285132	ENST00000646239	ENSP00000494729
C01.060	cathepsin B	A8K2H4			
C01.060	cathepsin B	B3KUJ8			
C01.060	cathepsin B	B4DL49			
C01.060	cathepsin B	B4DMY4			
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000676952	ENSP00000503909
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000676825	ENSP00000503006
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000526481	ENSP00000473301
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000353047	ENSP00000345672
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677650	ENSP00000504797
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000676691	ENSP00000503608
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677873	ENSP00000503052
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000679128	ENSP00000504480
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678092	ENSP00000504638
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677671	ENSP00000503578
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678242	ENSP00000503280
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677366	ENSP00000504161
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677544	ENSP00000503078
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000530640	ENSP00000435105
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677418	ENSP00000503174
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000531089	ENSP00000433215
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678145	ENSP00000503674
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678929	ENSP00000503487
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677819	ENSP00000503435
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677415	ENSP00000502963
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678357	ENSP00000503513
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000676755	ENSP00000504226
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000679051	ENSP00000503858
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000679140	ENSP00000503300
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000524654	ENSP00000432077
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000533455	ENSP00000432244
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000677082	ENSP00000503652
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000534382	ENSP00000435260
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000534510	ENSP00000434217
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000531502	ENSP00000435886
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000345125	ENSP00000342070
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000526645	ENSP00000431518
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000532392	ENSP00000432408
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000676843	ENSP00000504659
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000528965	ENSP00000433929
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000527215	ENSP00000433379
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000532656	ENSP00000431143
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000678615	ENSP00000504336
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000530296	ENSP00000435074
C01.060	cathepsin B	P07858	ENSG00000164733	ENST00000527243	ENSP00000434725
C01.060	cathepsin B	Q5HYG5			
C01.060	cathepsin B	Q6LAF9			
C01.060	cathepsin B	Q8TAC7			
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000227266	ENSP00000227266
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000524463	ENSP00000432541
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000529974	ENSP00000433539
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000677106	ENSP00000504568
C01.070	dipeptidyl-peptidase I	B4DJQ8			
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000227266	ENSP00000227266
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000524463	ENSP00000432541
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000529974	ENSP00000433539
C01.070	dipeptidyl-peptidase I	P53634	ENSG00000109861	ENST00000677106	ENSP00000504568
C01.070	dipeptidyl-peptidase I	Q7Z3G7			
C01.973	tubulointerstitial nephritis antigen	Q9UJW2	ENSG00000137251	ENST00000259782	ENSP00000259782
C01.973	tubulointerstitial nephritis antigen	Q6NSC1			
C01.973	tubulointerstitial nephritis antigen	Q9UJW2	ENSG00000137251	ENST00000259782	ENSP00000259782
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7	ENSG00000142910	ENST00000457433	ENSP00000395137
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7	ENSG00000142910	ENST00000271064	ENSP00000271064
C01.975	tubulointerstitial nephritis antigen-related protein	B4DVG5			
C01.975	tubulointerstitial nephritis antigen-related protein	F6SDV2	ENSG00000142910	ENST00000537531	ENSP00000445392
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7	ENSG00000142910	ENST00000457433	ENSP00000395137
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7	ENSG00000142910	ENST00000271064	ENSP00000271064
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7-1	ENSG00000142910	ENST00000271064	ENSP00000271064
C01.975	tubulointerstitial nephritis antigen-related protein	Q9GZM7-3	ENSG00000142910	ENST00000457433	ENSP00000395137
C01.084	bleomycin hydrolase (animal)	Q13867	ENSG00000108578	ENST00000261714	ENSP00000261714
C01.084	bleomycin hydrolase (animal)	B4DXF3			
C01.084	bleomycin hydrolase (animal)	Q13867	ENSG00000108578	ENST00000261714	ENSP00000261714
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000533820	ENSP00000435272
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000533129	ENSP00000431686
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000524773	ENSP00000434176
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000279247	ENSP00000279247
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000527323	ENSP00000431984
C02.001	calpain-1	A0A024R580			
C02.001	calpain-1	A0A024R5A3			
C02.001	calpain-1	B2RDI5			
C02.001	calpain-1	B4DWH5			
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000533820	ENSP00000435272
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000533129	ENSP00000431686
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000524773	ENSP00000434176
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000279247	ENSP00000279247
C02.001	calpain-1	P07384	ENSG00000014216	ENST00000527323	ENSP00000431984
C02.002	calpain-2	P17655	ENSG00000162909	ENST00000433674	ENSP00000413158
C02.002	calpain-2	P17655	ENSG00000162909	ENST00000295006	ENSP00000295006
C02.002	calpain-2	B2RCM3			
C02.002	calpain-2	B4DN77			
C02.002	calpain-2	B4E1R7			
C02.002	calpain-2	P17655	ENSG00000162909	ENST00000433674	ENSP00000413158
C02.002	calpain-2	P17655	ENSG00000162909	ENST00000295006	ENSP00000295006
C02.002	calpain-2	Q59EF6			
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000349748	ENSP00000183936
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397163	ENSP00000380349
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000357568	ENSP00000350181
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397200	ENSP00000380384
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674093	ENSP00000501303
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000569136	ENSP00000455254
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673936	ENSP00000501189
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673890	ENSP00000501293
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674149	ENSP00000501112
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673771	ENSP00000501023
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000337571	ENSP00000336840
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674146	ENSP00000501175
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674119	ENSP00000501217
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673692	ENSP00000501138
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674018	ENSP00000501271
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397204	ENSP00000380387
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673886	ENSP00000501155
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674139	ENSP00000501054
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673851	ENSP00000501142
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673928	ENSP00000501099
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000356316	ENSP00000348667
C02.004	calpain-3	A0A024R9M1			
C02.004	calpain-3	B4DEU4			
C02.004	calpain-3	C6EVS3			
C02.004	calpain-3	C6EVS4			
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000349748	ENSP00000183936
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397163	ENSP00000380349
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000357568	ENSP00000350181
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397200	ENSP00000380384
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674093	ENSP00000501303
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000569136	ENSP00000455254
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673936	ENSP00000501189
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673890	ENSP00000501293
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674149	ENSP00000501112
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673771	ENSP00000501023
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000337571	ENSP00000336840
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674146	ENSP00000501175
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674119	ENSP00000501217
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673692	ENSP00000501138
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674018	ENSP00000501271
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000397204	ENSP00000380387
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673886	ENSP00000501155
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000674139	ENSP00000501054
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673851	ENSP00000501142
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000673928	ENSP00000501099
C02.004	calpain-3	P20807	ENSG00000092529	ENST00000356316	ENSP00000348667
C02.004	calpain-3	P20807-1	ENSG00000092529	ENST00000397163	ENSP00000380349
C02.004	calpain-3	P20807-2	ENSG00000092529	ENST00000349748	ENSP00000183936
C02.004	calpain-3	P20807-3	ENSG00000092529	ENST00000357568	ENSP00000350181
C02.004	calpain-3	Q762C7			
C02.004	calpain-3	Q762C8			
C02.006	calpain-9	O14815	ENSG00000135773	ENST00000271971	ENSP00000271971
C02.006	calpain-9	O14815	ENSG00000135773	ENST00000354537	ENSP00000346538
C02.006	calpain-9	B2R942			
C02.006	calpain-9	B4DNR4			
C02.006	calpain-9	O14815	ENSG00000135773	ENST00000271971	ENSP00000271971
C02.006	calpain-9	O14815	ENSG00000135773	ENST00000354537	ENSP00000346538
C02.006	calpain-9	O14815-2	ENSG00000135773	ENST00000354537	ENSP00000346538
C02.006	calpain-9	Q6PIV8			
C02.007	calpain-8	A6NHC0	ENSG00000203697	ENST00000366872	ENSP00000355837
C02.007	calpain-8	A6NHC0	ENSG00000203697	ENST00000366872	ENSP00000355837
C02.007	calpain-8	H0YDN4	ENSG00000203697	ENST00000467384	ENSP00000434013
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000531028	ENSP00000467244
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000648180	ENSP00000498132
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000529629	ENSP00000432332
C02.011	calpain-5	B3KSR7			
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000531028	ENSP00000467244
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000648180	ENSP00000498132
C02.011	calpain-5	O15484	ENSG00000149260	ENST00000529629	ENSP00000432332
C02.011	calpain-5	Q59GM2			
C02.011	calpain-5	Q6ZRM8			
C02.013	calpain-11	Q9UMQ6	ENSG00000137225	ENST00000398776	ENSP00000381758
C02.013	calpain-11	Q4V8Q1			
C02.013	calpain-11	Q9UMQ6	ENSG00000137225	ENST00000398776	ENSP00000381758
C02.017	calpain-12	Q6ZSI9	ENSG00000182472	ENST00000328867	ENSP00000331636
C02.017	calpain-12	Q6ZSI9	ENSG00000182472	ENST00000328867	ENSP00000331636
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000391984	ENSP00000375844
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000270364	ENSP00000270364
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000270361	ENSP00000270361
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000352879	ENSP00000289381
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000354082	ENSP00000270362
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000357048	ENSP00000349556
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000416591	ENSP00000400144
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000391983	ENSP00000375843
C02.018	calpain-10	A0A024R4A1	ENSG00000142330	ENST00000416591	ENSP00000400144
C02.018	calpain-10	B7Z6G3			
C02.018	calpain-10	Q9HC91			
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000391984	ENSP00000375844
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000270364	ENSP00000270364
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000270361	ENSP00000270361
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000352879	ENSP00000289381
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000354082	ENSP00000270362
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000357048	ENSP00000349556
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000416591	ENSP00000400144
C02.018	calpain-10	Q9HC96	ENSG00000142330	ENST00000391983	ENSP00000375843
C02.020	calpain-13	Q6MZZ7	ENSG00000162949	ENST00000295055	ENSP00000295055
C02.020	calpain-13	Q6MZZ7	ENSG00000162949	ENST00000458085	ENSP00000416191
C02.020	calpain-13	A8K2N3			
C02.020	calpain-13	Q6MZZ7	ENSG00000162949	ENST00000295055	ENSP00000295055
C02.020	calpain-13	Q6MZZ7	ENSG00000162949	ENST00000458085	ENSP00000416191
C02.020	calpain-13	Q6MZZ7-1	ENSG00000162949	ENST00000295055	ENSP00000295055
C02.021	calpain-14	A8MX76	ENSG00000214711	ENST00000403897	ENSP00000385247
C02.021	calpain-14	A8MX76	ENSG00000214711	ENST00000403897	ENSP00000385247
C02.021	calpain-14	B7Z467			
C02.021	calpain-14	D6W573			
C02.029	calpain ({Plasmodium}-type)	Q9Y6W3	ENSG00000131375	ENST00000253693	ENSP00000253693
C02.029	calpain ({Plasmodium}-type)	B2RAM2			
C02.029	calpain ({Plasmodium}-type)	Q7Z479			
C02.029	calpain ({Plasmodium}-type)	Q9Y6W3	ENSG00000131375	ENST00000253693	ENSP00000253693
C02.031	calpain 15 ({Homo sapiens})	O75808	ENSG00000103326	ENST00000219611	ENSP00000219611
C02.031	calpain 15 ({Homo sapiens})	O75808	ENSG00000103326	ENST00000219611	ENSP00000219611
C02.031	calpain 15 ({Homo sapiens})	O75808-1	ENSG00000103326	ENST00000219611	ENSP00000219611
C02.971	calpamodulin	Q9Y6Q1	ENSG00000077274	ENST00000324068	ENSP00000317214
C02.971	calpamodulin	B2R6T2			
C02.971	calpamodulin	B4DTS3			
C02.971	calpamodulin	Q9Y6Q1	ENSG00000077274	ENST00000324068	ENSP00000317214
C02.972	androglobin	Q8N7X0	ENSG00000118492	ENST00000397944	ENSP00000381036
C02.972	androglobin	Q8N7X0	ENSG00000118492	ENST00000397944	ENSP00000381036
C101.001	OTULIN peptidase	Q96BN8	ENSG00000154124	ENST00000284274	ENSP00000284274
C101.001	OTULIN peptidase	Q96BN8	ENSG00000154124	ENST00000284274	ENSP00000284274
C101.950	protein FAM105A	Q9NUU6	ENSG00000145569	ENST00000274217	ENSP00000274217
C110.001	kyphoscoliosis peptidase	Q8NBH2	ENSG00000174611	ENST00000423778	ENSP00000397598
C110.001	kyphoscoliosis peptidase	Q8NBH2	ENSG00000174611	ENST00000508956	ENSP00000421297
C110.001	kyphoscoliosis peptidase	Q8NBH2	ENSG00000174611	ENST00000423778	ENSP00000397598
C110.001	kyphoscoliosis peptidase	Q8NBH2	ENSG00000174611	ENST00000508956	ENSP00000421297
C111.001	coagulation factor XIIIa	P00488	ENSG00000124491	ENST00000264870	ENSP00000264870
C111.001	coagulation factor XIIIa	P00488	ENSG00000124491	ENST00000264870	ENSP00000264870
C111.002	transglutaminase 2	P21980	ENSG00000198959	ENST00000361475	ENSP00000355330
C111.003	protein-glutamine gamma-glutamyltransferase E/3	Q08188	ENSG00000125780	ENST00000381458	ENSP00000370867
C111.004	protein-glutamine gamma-glutamyltransferase 4	P49221	ENSG00000163810	ENST00000296125	ENSP00000296125
C111.004	protein-glutamine gamma-glutamyltransferase 4	P49221	ENSG00000281886	ENST00000628744	ENSP00000487307
C111.005	protein-glutamine gamma-glutamyltransferase 5	O43548	ENSG00000104055	ENST00000220420	ENSP00000220420
C111.005	protein-glutamine gamma-glutamyltransferase 5	O43548	ENSG00000104055	ENST00000349114	ENSP00000220419
C111.006	protein-glutamine gamma-glutamyltransferase 6	O95932	ENSG00000166948	ENST00000202625	ENSP00000202625
C111.006	protein-glutamine gamma-glutamyltransferase 6	O95932	ENSG00000166948	ENST00000381423	ENSP00000370831
C111.006	protein-glutamine gamma-glutamyltransferase 6	O95932	ENSG00000166948	ENST00000202625	ENSP00000202625
C111.006	protein-glutamine gamma-glutamyltransferase 6	O95932	ENSG00000166948	ENST00000381423	ENSP00000370831
C111.007	protein-glutamine gamma-glutamyltransferase Z/7	Q96PF1	ENSG00000159495	ENST00000452443	ENSP00000389466
C111.008	protein-glutamine gamma-glutamyltransferase K/1	P22735	ENSG00000092295	ENST00000206765	ENSP00000206765
C111.008	protein-glutamine gamma-glutamyltransferase K/1	P22735	ENSG00000092295	ENST00000544573	ENSP00000439446
C111.008	protein-glutamine gamma-glutamyltransferase K/1	P22735	ENSG00000285348	ENST00000642845	ENSP00000493587
C111.008	protein-glutamine gamma-glutamyltransferase K/1	P22735	ENSG00000285348	ENST00000646057	ENSP00000496483
C111.950	erythrocyte membrane protein band 4.2	P16452	ENSG00000166947	ENST00000441366	ENSP00000396616
C111.950	erythrocyte membrane protein band 4.2	P16452	ENSG00000166947	ENST00000648595	ENSP00000497777
C115.001	MINDY-1 protein	Q8N5J2	ENSG00000143409	ENST00000312210	ENSP00000310923
C115.001	MINDY-1 protein	Q8N5J2	ENSG00000143409	ENST00000683666	ENSP00000507359
C115.001	MINDY-1 protein	Q8N5J2	ENSG00000143409	ENST00000361936	ENSP00000354814
C115.001	MINDY-1 protein	Q8N5J2	ENSG00000143409	ENST00000361738	ENSP00000354669
